"",CustomerID,mean_prob
6585,6121-TNHBO,27.037320
5156,2001-EWBQU,27.026115
2560,5393-HJZSM,27.020353
6396,3069-SSVSN,27.011298
6933,7470-DYNOE,26.999791
1879,3655-SNQYZ,26.964476
4795,9592-ERDKV,26.896734
5070,6992-TKNYO,26.892567
2362,2085-JVGAD,26.870108
2102,1557-EMYVT,26.869783
4254,7669-LCRSD,26.840581
6111,1183-CANVH,26.808401
2890,9089-UOWJG,26.795594
2836,1866-NXPSP,26.750947
2576,6231-WFGFH,26.724745
2285,1154-HYWWO,26.691183
3619,6993-YGFJV,26.685477
3630,3787-TRIAL,26.644027
2923,9046-DQMTP,26.639515
2701,9330-DHBFL,26.628218
5137,3059-NGMXB,26.601114
5761,6507-DTJZV,26.577165
5853,0292-WEGCH,26.560756
6573,2680-XKKNJ,26.548683
2699,0074-HDKDG,26.542832
2643,3354-OADJP,26.535983
1982,3466-BYAVD,26.523597
3916,6366-XIVKZ,26.510575
6625,3256-EZDBI,26.482297
6641,9330-VOFSZ,26.477418
5456,8041-TMEID,26.465332
4110,5795-KTGUD,26.456315
2631,7868-TMWMZ,26.436635
6545,1936-UAFEH,26.421233
5605,5018-LXQQG,26.391170
2338,4881-JVQOD,26.382036
3349,4418-LZMSV,26.371752
3572,2577-GVSIL,26.359103
6872,8071-SBTRN,26.344349
5747,2851-STERV,26.306811
3347,1492-QGCLU,26.298104
2092,0895-LMRSF,26.255156
4403,1877-HKBQX,26.239302
5714,6502-KUGLL,26.226700
6683,5012-YSPJJ,26.224369
3671,9481-SFCQY,26.212042
3637,1226-JZNKR,26.190253
2887,9432-RUVSL,26.170672
6583,6728-CZFEI,26.157340
6095,9730-DRTMJ,26.147082
4013,0953-LGOVU,26.135688
2795,0723-VSOBE,26.134003
3394,7228-PAQPD,26.125149
3526,9554-DFKIC,26.115170
4521,8734-FNWVH,26.085726
6940,2925-MXLSX,26.053386
3711,1552-TKMXS,26.042328
6662,1794-SWWKL,25.989898
4665,7868-BGSZA,25.945018
6428,2988-QRAJY,25.939789
3810,0820-FNRNX,25.921761
5133,1544-JJMYL,25.909974
6642,0939-EREMR,25.888498
4097,2065-MMKGR,25.800849
5319,8082-GHXOP,25.798663
5645,4903-CNOZC,25.789582
4372,4683-WYDOU,25.758682
2738,6994-ORCWG,25.748641
3835,5639-NTUPK,25.742557
6610,5084-OOVCJ,25.728213
1980,6837-BJYDQ,25.726989
3362,9720-JJJOR,25.722511
1875,9763-GRSKD,25.714701
6357,4627-MIHJH,25.652202
1922,1891-QRQSA,25.645172
3472,7311-MQJCH,25.618918
6860,3640-JQGJG,25.549973
4776,4495-LHSSK,25.523865
2322,5173-ZXXXL,25.504859
4363,8879-ZKJOF,25.503221
3901,1179-INLAT,25.498816
2649,7013-PSXHK,25.481823
4218,6568-POCUI,25.452010
3371,7519-JTWQH,25.445537
4758,9938-ZREHM,25.425107
6904,8930-XOTDP,25.375572
5436,6478-HRRCZ,25.365305
2806,4598-ZADCK,25.356876
3909,8929-KSWIH,25.344033
3571,8197-BFWVU,25.337838
1890,6827-IEAUQ,25.334213
6777,4186-ZBUEW,25.310032
5618,7136-IHZJA,25.170475
7004,1684-FLBGS,25.123973
4546,0396-UKGAI,25.106823
2634,1352-VHKAJ,25.070219
6336,3387-PLKUI,25.069641
3515,9917-KWRBE,25.057769
3260,7217-JYHOQ,25.034183
3884,6402-SSEJG,25.032400
2985,1921-KYSAY,25.026662
5141,5061-PBXFW,25.022996
6783,9388-ZEYVT,24.984856
3730,8869-LIHMK,24.962245
3262,9894-QMIMJ,24.952078
5844,8124-NZVGJ,24.927674
3319,4445-KWOKW,24.875030
4584,2364-UFROM,24.854543
6115,6252-DFGTK,24.826318
2807,1257-SXUXQ,24.822896
5435,4654-GGUII,24.812600
6789,5161-XEUVX,24.768663
4029,0106-UGRDO,24.696265
4554,6319-QSUSR,24.637186
6944,4459-BBGHE,24.634736
5120,0257-KXZGU,24.616532
6200,4316-XCSLJ,24.570737
2648,3845-JHAMY,24.566009
2944,3070-BDOQC,24.564110
4999,9362-MWODR,24.532633
4688,6870-ECSHE,24.527285
1981,6440-DKQGE,24.516480
6942,9609-BENEA,24.489089
2053,7576-ASEJU,24.449092
2937,1735-XMJVH,24.421853
6047,2522-WLNSF,24.417334
3243,7105-MXJLL,24.399354
3669,8314-DPQHL,24.389984
3037,4522-XRWWI,24.387572
2130,5160-UXJED,24.369772
1934,4808-YNLEU,24.362200
5769,0997-YTLNY,24.334547
5487,2533-TIBIX,24.330281
2411,4697-LUPSU,24.300225
4373,9052-DHNKM,24.296129
5615,7159-NOKYQ,24.257505
6166,9822-BIIGN,24.253618
2109,7102-JJVTX,24.241747
5532,3097-IDVPU,24.224823
6307,0282-NVSJS,24.222866
2133,8984-EYLLL,24.219537
3887,9929-PLVPA,24.218550
6470,9933-QRGTX,24.203791
2490,5337-IIWKZ,24.192615
4139,4504-YOULA,24.189934
4467,4063-EIKNQ,24.183602
6828,9488-FYQAU,24.167961
2084,3727-OWVYD,24.167500
4834,5574-NXZIU,24.164448
4950,3470-BTGQO,24.159869
4449,4682-BLBUC,24.147294
2313,5512-IDZEI,24.147266
5880,4456-RHSNB,24.133067
3258,5832-EXGTT,24.125813
5594,3255-GRXMG,24.093600
4020,0484-FFVBJ,24.088040
3959,0635-WKOLD,24.079582
1895,8865-TNMNX,24.056725
2457,0285-INHLN,24.039063
2421,7595-EHCDL,23.989106
2113,5697-GOMBF,23.951105
6927,7078-NVFAM,23.951028
3597,7874-ECPQJ,23.940096
2135,9294-TDIPC,23.932751
4593,7032-LMBHI,23.906130
4479,4318-RAJVY,23.904998
4177,2739-CCZMB,23.877606
5132,1045-LTCYT,23.869589
5334,9128-CPXKI,23.836895
5799,7901-IIDQV,23.814329
4781,2019-HDCZY,23.800222
2813,4730-AWNAU,23.799472
2965,6543-JXSOO,23.788496
3494,7036-TYDEC,23.765627
6373,0080-EMYVY,23.751828
1956,5256-SKJGO,23.733391
6890,1036-GUDCL,23.726838
2373,3729-OWRVL,23.714543
6709,2453-SAFNS,23.699141
5678,4801-KFYKL,23.687241
6205,8033-ATFAS,23.683844
3193,8401-EMUWF,23.650863
4919,7777-UNYHB,23.631748
6477,8409-WQJUX,23.612771
4222,5384-ZTTWP,23.604487
4059,9357-UJRUN,23.602429
2477,2798-NYLMZ,23.584015
6093,1371-WEPDS,23.569961
6215,5343-SGUBI,23.562567
4901,7247-XOZPB,23.562035
2675,1338-CECEE,23.506268
2830,5989-OMNJE,23.504370
5679,3472-OAOOR,23.502130
4695,8387-UGUSU,23.495378
3181,2307-FYNNL,23.483342
1921,0731-EBJQB,23.478947
4608,9209-NWPGU,23.477557
3626,9308-ANMVE,23.477379
5689,0128-MKWSG,23.471895
5708,6202-JVYEU,23.445003
3506,1153-GNOLC,23.415065
2990,9207-ZPANB,23.414739
6002,9555-SAHUZ,23.405113
4811,6752-APNJL,23.374816
6328,3920-HIHMQ,23.365992
4796,4778-IZARL,23.352919
6303,2887-JPYLU,23.335898
3221,1839-UMACK,23.334463
6755,4020-KIUDI,23.270312
3697,6164-HXUGH,23.270312
3725,9405-GPBBG,23.243254
3448,1345-GKDZZ,23.235585
4911,3724-UCSHY,23.235585
3350,5155-AZQPB,23.215313
4037,0208-BPQEJ,23.208328
5521,3682-YEUWS,23.207868
3896,2323-ARSVR,23.205492
6958,7619-PLRLP,23.188731
3405,5555-RNPGT,23.183510
3109,4422-QVIJA,23.177886
3271,5777-ZPQNC,23.173063
6678,5203-XEHAX,23.171710
2545,4694-PHWFW,23.160144
5646,4353-HYOJD,23.137228
6668,2834-JKOOW,23.101119
4311,0136-IFMYD,23.096953
6495,2717-HVIZY,23.093387
3165,0134-XWXCE,23.086496
4176,9754-CLVZW,23.075876
3998,4003-OCTMP,23.054417
6859,0076-LVEPS,23.031172
6911,8738-JOKAR,23.019230
3647,7623-HKYRK,23.004472
1986,3077-RSNTJ,23.004472
2216,4719-UMSIY,23.000526
5413,4182-BGSIQ,22.991739
2713,1641-BYBTK,22.988821
2220,9076-AXYIK,22.987420
4420,6773-LQTVT,22.981227
6193,8909-BOLNL,22.973788
6080,4072-IPYLT,22.969442
4591,2150-WLKUW,22.969269
3229,8958-JPTRR,22.967527
2361,7838-LAZFO,22.967313
3338,0607-MVMGC,22.962606
3915,1429-UYJSV,22.956255
4243,0549-CYCQN,22.940707
6263,7094-MSZAO,22.935586
4456,6738-ISCBM,22.928746
4425,8400-WZICQ,22.925095
4386,4806-DXQCE,22.916105
6595,8668-KNZTI,22.915253
2011,7100-FQPRV,22.909274
5275,4732-RRJZC,22.908568
4771,4797-MIWUM,22.908568
6272,3585-YNADK,22.899705
3858,2466-NEJOJ,22.883400
3363,8100-HZZLJ,22.878769
2957,6281-FKEWS,22.870472
3706,6476-EPYZR,22.864912
5736,7841-FCRQD,22.855563
6285,3779-OSWCF,22.849593
3758,3547-LQRIK,22.849274
2489,9146-JRIOX,22.841696
2057,0303-UNCIP,22.825046
2993,3012-VFFMN,22.821413
6656,6103-QCKFX,22.812591
5165,0667-NSRGI,22.763912
2294,6967-QIQRV,22.743491
6555,6734-FQAJX,22.740741
4976,4385-ZKVNW,22.733664
2040,6778-JFCMK,22.719062
3130,6303-KFWSL,22.714559
3668,0023-UYUPN,22.706730
5471,4501-UYKBC,22.700761
2155,1708-PBBOA,22.693278
5087,8680-CGLTP,22.688372
5448,8190-ZTQFB,22.686342
4016,9619-GSATL,22.677786
4338,0384-LPITE,22.672257
2626,1452-XRSJV,22.640757
3443,4079-VTGLK,22.635611
6589,8224-UAXBZ,22.621933
4127,7089-XXAYG,22.583179
5229,2252-ISRNH,22.580070
6370,7445-WMRBW,22.576117
3065,2361-UPSND,22.574023
5139,5278-PNYOX,22.563614
2099,4091-TVOCN,22.561730
6067,5602-BVFMK,22.522405
2600,2483-XSSMZ,22.512732
6042,6260-XLACS,22.505206
3419,8383-SGHJU,22.497218
7034,3605-JISKB,22.495184
6512,5872-OEQNH,22.476196
6517,0547-HURJB,22.468789
4117,9114-AAFQH,22.461794
4049,3489-VSFRD,22.460008
5123,1850-AKQEP,22.449531
6036,8318-LCNBW,22.431250
2039,5961-VUSRV,22.430104
2566,4198-VFOEA,22.412082
5624,5774-XZTQC,22.407426
5053,4369-NYSCF,22.407166
2350,7954-MLBUN,22.397459
6131,0980-PVMRC,22.387591
5484,0533-UCAAU,22.379693
6041,5915-DGNVC,22.378652
2464,3442-ZHHCC,22.355388
3132,8932-CZHRQ,22.346819
2523,7876-AEHIG,22.314474
2502,2316-ESMLS,22.296133
5339,6008-NAIXK,22.294743
3334,3190-FZATL,22.279381
4106,8735-NBLWT,22.261863
6575,7994-XIRTR,22.254183
5376,0373-AIVNJ,22.197091
2838,1661-CZBAU,22.191963
2922,6718-BDGHG,22.179308
4143,3401-URHDA,22.173343
4238,8550-XSXUQ,22.158914
5665,6196-HBOBZ,22.143733
6718,3205-MXZRA,22.134099
2355,2391-IPLOP,22.120133
2961,0743-HNPFG,22.115963
3522,3378-AJRAO,22.109251
3384,7833-PKIHD,22.084936
3259,2039-JONDJ,22.077171
5164,3606-SBKRY,22.063579
3831,4328-VUFWD,22.062899
4574,2259-OUUSZ,22.061410
5332,0594-UFTUL,22.050415
6332,1397-XKKWR,22.037828
4690,4626-OZDTJ,22.000049
1885,6322-HRPFA,21.996502
3192,2348-KCJLT,21.969097
5999,9670-BPNXF,21.959945
6909,2408-PSJVE,21.905820
2296,0308-IVGOK,21.905791
2998,7107-UBYKY,21.876307
6153,9066-QRSDU,21.866222
4804,6194-HBGQN,21.767692
2975,5724-BIDBU,21.748838
3633,1247-QBVSH,21.745889
4943,5120-ZBLAI,21.742020
5758,8075-GXIUB,21.729099
4827,9473-CBZOP,21.725863
3587,5499-ECUTN,21.708200
6257,9782-LGXMC,21.701544
6601,2096-XOTMO,21.685681
6525,6603-QWSPR,21.683177
5898,6933-FHBZC,21.680127
3118,4906-ZHGPK,21.665394
3859,0254-KCJGT,21.621296
1881,9959-WOFKT,21.562507
3400,6784-XYJAE,21.550566
4007,9522-ZSINC,21.530778
2645,0810-DHDBD,21.528203
6710,9558-IHEZX,21.512015
4706,7691-KGKGP,21.507049
5721,2282-YGNOR,21.491351
6915,0657-DOGUM,21.477130
3299,2239-CGBUZ,21.453418
5943,9127-QRZMH,21.443431
3588,4981-FLTMF,21.403861
3352,2546-KZAAT,21.397222
2009,0956-SYCWG,21.396927
6292,5917-HBSDW,21.392336
6323,8331-ZXFOE,21.378600
2882,1697-BCSHV,21.341045
6494,2812-ENYMO,21.293107
6300,3752-CQSJI,21.263326
4228,4393-OBCRR,21.255800
5802,0334-ZFJSR,21.250234
6853,1488-SYSFC,21.199828
2549,5993-BQHEA,21.197132
3325,5110-CHOPY,21.176478
2283,5791-KAJFD,21.156797
4539,3209-ZPKFI,21.150384
2627,3422-WJOYD,21.149262
2269,5844-QVTAT,21.141641
6941,5820-PTRYM,21.136291
3686,7516-GMHUV,21.126611
4529,9313-CDOGY,21.093124
3220,2959-EEXWB,21.080852
6068,6297-NOOPG,21.067393
6270,3721-CNZHX,21.062825
3586,2809-ILCYT,20.981171
4151,1898-JSNDC,20.962308
5318,8741-LQOBK,20.939373
6468,9074-KGVOX,20.925029
2733,4189-NAKJS,20.919256
1926,6416-JNVRK,20.904841
6101,1431-CYWMH,20.895322
5055,5324-KTGCG,20.893748
2252,3482-ABPKK,20.876677
4356,5307-UVGNB,20.865800
5504,7839-NUIAA,20.834963
1870,5575-GNVDE,20.826672
4627,5789-LDFXO,20.815374
6651,4310-KEDTB,20.788045
6288,1360-RCYRT,20.769419
3609,9251-WNSOD,20.766148
6164,2862-JVEOY,20.742377
3873,6838-YAUVY,20.718240
2116,9498-FIMXL,20.687261
6974,9013-AQORL,20.659694
3034,5127-BZENZ,20.609403
6488,7208-PSIHR,20.583764
4864,4872-VXRIL,20.573349
4753,3115-JPJDD,20.529807
3509,3597-YASZG,20.525581
6835,8469-SNFFH,20.519582
2492,3487-EARAT,20.509313
5543,8595-SIZNC,20.491089
3370,2550-QHZGP,20.431172
7001,6447-GORXK,20.414623
5739,7753-USQYQ,20.411270
6426,5716-LIBJC,20.405165
4651,6968-URWQU,20.400915
5783,9839-ETQOE,20.399677
4070,8996-ZROXE,20.356523
2770,2294-DMMUS,20.343672
5458,6941-KXRRV,20.264178
2722,8777-PVYGU,20.260429
4733,7995-ZHHNZ,20.254826
6699,2188-SXWVT,20.240347
2122,7520-HQWJU,20.204090
2597,6461-PPAXN,20.168735
5093,3340-QBBFM,20.157829
3902,7909-FIOIY,20.130933
2617,6419-ZTTLE,20.129747
6461,4759-PXTAN,20.125760
6026,1576-PFZIW,20.096253
4534,5693-PIPCS,20.087971
7042,3186-AJIEK,20.078059
2470,6286-ZHAOK,20.075232
5804,4565-EVZMJ,20.060162
6478,2578-JQPHZ,20.056055
2136,5229-DTFYB,20.005267
4149,8189-DUKMV,19.966057
4825,8570-KLJYJ,19.948364
5312,4018-KJYUY,19.946861
3610,6974-DAFLI,19.935318
4711,9862-KJTYK,19.930543
2762,6791-YBNAK,19.927672
4406,2746-DIJLO,19.912488
3897,0815-MFZGM,19.897208
5985,0487-VVUVK,19.896218
6057,0983-TATYJ,19.821475
3399,3486-KHMLI,19.817105
2746,7670-ZBPOQ,19.805158
3111,8332-OSJDW,19.782366
5076,4366-CTOUZ,19.780753
2604,9046-JBFWA,19.777134
5196,3530-VWVGU,19.772301
4648,2129-ALKBS,19.756505
2349,9411-TPQQV,19.755273
6054,5619-XZZKR,19.709509
4322,9139-TWBAS,19.703950
3600,2683-JXWQQ,19.702716
4842,4054-CUMIA,19.660626
4067,4830-FAXFM,19.625101
3536,9150-HEPMB,19.610110
3613,7989-AWGEH,19.597131
6754,2164-SOQXL,19.593713
3161,7801-CEDNV,19.588810
5693,3823-KYNQY,19.567753
6571,3999-WRNGR,19.552179
6497,2890-WFBHU,19.536358
3242,9575-IWCAZ,19.524206
6988,1264-FUHCX,19.485337
5979,4163-HFTUK,19.473743
5303,6509-TSGWN,19.456980
5355,7581-EBBOU,19.443767
2309,8752-IMQOS,19.424852
5024,8815-LMFLX,19.414686
5477,2673-ZALNP,19.408518
4417,5397-TUPSH,19.403588
2847,6682-VCIXC,19.392951
5975,9107-UKCKY,19.345870
3517,2212-LYASK,19.311673
4969,3146-JTQHR,19.307894
3485,6131-IUNXN,19.302716
4616,7010-ZMVBF,19.260803
3628,7649-PHJVR,19.252588
5835,9229-RQABD,19.248268
1968,2639-UGMAZ,19.247595
5584,4815-TUMEQ,19.216294
3569,8499-BRXTD,19.205803
3663,1133-KXCGE,19.205803
2693,8461-EFQYM,19.200099
4365,1474-JUWSM,19.170226
3496,8076-FEZKJ,19.165934
1906,4667-QONEA,19.155539
3936,0519-DRGTI,19.149120
3675,2171-UDMFD,19.121117
2928,7677-SJJJK,19.113424
3699,0320-DWVTU,19.103123
2955,6048-UWKAL,19.101298
3524,6050-FFXES,19.098367
2729,9359-UGBTK,19.048380
3163,3658-QQJYD,19.036806
2030,4709-LKHYG,19.001428
4582,5442-BXVND,18.996396
5255,4884-TVUQF,18.992992
3413,4547-FZJWE,18.980281
5535,9795-VOWON,18.967905
5896,9289-LBQVU,18.967742
6501,4023-RTIQM,18.962764
4183,7168-HDQHG,18.958495
5403,6749-UTDVX,18.958223
5227,5944-UGLLK,18.932217
6673,1763-KUAAW,18.926998
3402,6661-EIPZC,18.909558
4088,1038-RQOST,18.887895
6150,3197-NNYNB,18.876838
2791,6766-HFKLA,18.833767
4509,6506-EYCNH,18.830323
6962,0357-NVCRI,18.811835
6721,0083-PIVIK,18.809449
6308,7353-YOWFP,18.787524
3599,7089-RKVSZ,18.786020
3066,6035-RIIOM,18.766448
6768,1395-OFUWC,18.730306
4052,5260-UMPWX,18.726976
4625,2926-JEJJC,18.638139
2858,7690-KPNCU,18.625453
1871,7795-CFOCW,18.584360
2966,8016-ZMGMO,18.575941
5129,5372-FBKBN,18.570857
5775,0756-MPZRL,18.564902
4145,8631-XVRZL,18.563490
5822,5701-GUXDC,18.548675
4326,4203-QGNZA,18.534262
5785,9027-TMATR,18.518499
2262,0356-OBMAC,18.440716
6615,8782-NUUOL,18.431681
6491,7435-ZNUYY,18.420755
2837,3941-XTSKM,18.417821
4527,1552-CZCLL,18.410176
3508,0788-DXBFY,18.410172
3629,6114-TCFID,18.408364
6865,1760-CAZHT,18.394235
3169,2511-MORQY,18.387402
2927,5777-KJIRB,18.357489
4246,6869-FGJJC,18.349885
1954,4549-ZDQYY,18.313043
2168,9442-JTWDL,18.305975
4092,8084-OIVBS,18.300946
3978,0233-FTHAV,18.293602
3139,9060-HJJRW,18.242636
3278,3750-YHRYO,18.238987
3078,2351-RRBUE,18.238987
7012,0052-YNYOT,18.210940
6627,0872-CASZJ,18.208063
3203,6016-LVTJQ,18.206134
6598,3926-YZVVX,18.189518
4746,4803-LBYPN,18.179549
6773,5090-EMGTC,18.160457
6647,5998-DZLYR,18.142718
4876,5640-CAXOA,18.140944
3009,5193-QLVZB,18.132222
5453,0868-VJRDR,18.129297
6565,1952-DVVSW,18.127264
3535,2054-PJOCK,18.118046
2941,8681-ICONS,18.107488
6262,2324-EFHVG,18.104964
3019,7338-ERIVA,18.040009
6686,8969-PRHFK,18.026440
2558,9199-PWQVC,17.994519
5106,1088-CNNKB,17.980237
6901,5546-QUERU,17.944308
5753,4560-WQAQW,17.917109
3095,4403-BWPAY,17.916556
7013,9586-JGQKH,17.912072
5151,3397-AVTKU,17.907548
6959,6508-NJYRO,17.905799
1976,1095-WGNGG,17.844787
3812,4611-ANLQC,17.828720
5478,9184-GALIL,17.826201
2535,7997-EASSD,17.791466
6920,5297-MDOIR,17.786908
2107,9880-TDQAC,17.777476
3152,1222-KJNZD,17.757785
6415,0201-MIBOL,17.726765
3082,2581-VKIRT,17.717259
5875,5995-WWKKG,17.712093
4681,6174-NRBTZ,17.707180
2717,1430-SFQSA,17.702110
5531,8313-AFGBW,17.694683
4939,9253-VIFJQ,17.689352
2866,7073-QETQY,17.674631
6089,4199-QHJNM,17.664783
2348,7665-VIGUD,17.645739
3461,5039-LZRQT,17.603536
5426,8348-JLBUG,17.595107
6326,7325-ENZFI,17.566390
4271,6924-TDGMT,17.563557
6765,6810-VCAEX,17.552173
4732,2592-HODOV,17.543004
5428,9200-NLNPD,17.542496
3232,1265-HVPZB,17.533224
6287,3915-ODIYG,17.530808
5148,3716-LRGXK,17.517662
2423,2521-NPUZR,17.513320
3783,1051-EQPZR,17.500657
2783,2788-CJQAQ,17.486841
6836,2144-ESWKO,17.471630
6790,8292-FRFZQ,17.463971
3484,9891-NQDBD,17.463462
1995,2907-ILJBN,17.463231
4155,5505-OVWQW,17.436536
4075,6765-MBQNU,17.418941
5013,6195-MELTI,17.408925
2810,5095-ETBRJ,17.391283
3528,0829-DDVLK,17.381377
2495,8184-WMOFI,17.373847
4719,1099-BTKWT,17.372875
5294,9470-YFUYI,17.361837
4493,6999-CHVCF,17.320926
2310,0742-LAFQK,17.298288
4782,8788-DOXSU,17.255159
4323,6685-GBWJZ,17.218479
4852,2434-EEVDB,17.205791
6457,0665-XHDJU,17.192528
2711,3082-WQRVY,17.174618
6951,1304-SEGFY,17.112388
2448,7817-OMJNA,17.101920
4345,7029-IJEJK,17.088973
3136,7279-NMVJC,17.050354
3674,8884-MRNSU,17.050354
3030,5312-TSZVC,17.042945
2898,3131-NWVFJ,17.033293
5018,2167-FQSTQ,17.018457
4200,1345-ZUKID,16.987701
2500,0422-OHQHQ,16.983214
3303,4890-VMUAV,16.971555
3624,0013-SMEOE,16.969319
2150,2863-IMQDR,16.937304
4547,3243-ZHOHY,16.936540
4339,4616-EWBNJ,16.936540
4903,6211-WWLTF,16.921127
1897,9867-JCZSP,16.903649
2958,8898-KASCD,16.890787
2528,5170-PTRKA,16.880682
6480,9746-UGFAC,16.849999
3054,2387-KDZQY,16.837498
4240,4359-INNWN,16.832950
3275,2361-FJWNO,16.831097
4505,9847-HNVGP,16.823861
4872,1325-USMEC,16.794683
2524,7945-HLKEA,16.777327
4589,7244-QWYHG,16.767663
1979,5716-EZXZN,16.754978
4993,0307-BCOPK,16.739354
2328,8672-OAUPW,16.737121
4411,3739-YBWAB,16.711190
2588,4378-BZYFP,16.701783
5870,6435-VWCCY,16.701770
5931,0248-PGHBZ,16.700647
2223,4933-IKULF,16.672279
5568,2073-QBVBI,16.664393
4803,6242-FEGFD,16.627864
1951,9750-BOOHV,16.604789
3951,3251-YMVWZ,16.592496
2179,4686-GEFRM,16.576369
3618,9570-KYEUA,16.573355
5859,4049-ZPALD,16.558063
5154,3134-DSHVC,16.539752
2641,1915-OAKWD,16.530137
4536,1925-LFCZZ,16.522152
2479,3551-GAEGL,16.508982
2685,4159-NAAIX,16.505886
4478,4311-QTTAI,16.437513
4675,8573-JGCZW,16.425591
2823,9968-FFVVH,16.420167
6466,3705-RHRFR,16.395796
3468,1178-PZGAB,16.356348
5421,8144-DGHXP,16.283085
6376,7609-NRNCA,16.254449
4922,2969-VAPYH,16.230926
4211,9766-HGEDE,16.209831
2844,3161-ONRWK,16.208351
5627,7269-JISCY,16.165314
2571,0835-DUUIQ,16.149363
3125,0727-BNRLG,16.139619
2237,5756-OZRIO,16.082855
2568,5709-LVOEQ,16.080648
3234,7369-TRPFD,16.066298
2921,6510-UPNKS,16.049996
6782,9589-ABEPT,16.039970
2853,0121-SNYRK,16.039867
6744,1122-YJBCS,16.027040
1989,2749-CTKAJ,16.005012
2137,0104-PPXDV,15.999288
1929,3887-PBQAO,15.966333
2184,3935-TBRZZ,15.945015
2814,3452-FLHYD,15.910659
4212,6968-MHOMU,15.899674
5039,1131-ALZWV,15.890723
2818,4389-UEFCZ,15.880585
6043,3566-CAAYU,15.851212
3962,5387-ASZNZ,15.845960
5779,8745-PVESG,15.782276
5688,7813-TKCVO,15.779927
5586,4092-OFQZS,15.776768
6020,4942-VZZOM,15.726527
4636,0412-UCCNP,15.712048
5107,1930-BZLHI,15.699385
3995,6746-WAUWT,15.696772
2062,4111-BNXIF,15.690680
6834,5245-VDBUR,15.685222
5958,8746-BFOAJ,15.683009
4293,6504-VBLFL,15.681848
3198,3506-OVLKD,15.609146
5353,3556-BVQGL,15.607534
3640,8231-BSWXX,15.605850
3870,3594-BDSOA,15.578687
3116,1696-MZVAU,15.471868
6663,6166-YIPFO,15.422703
3456,9297-FVVDH,15.420640
5375,3125-RAHBV,15.413467
6105,5847-MXBEO,15.413467
3940,3259-QMXUN,15.380651
2388,2682-KEVRP,15.349356
4975,9955-QOPOY,15.344498
2243,3957-HHLMR,15.303175
5035,3740-RLMVT,15.281606
5427,5641-DMBFJ,15.280994
2564,0454-OKRCT,15.252515
3031,0993-OSGPT,15.246230
1943,9803-FTJCG,15.207207
5232,1866-DIOQZ,15.204869
2383,0946-FKYTX,15.174881
3483,6922-NCEDI,15.158783
2073,7633-MVPUY,15.114343
6152,1752-OZXFY,15.113548
3073,9995-HOTOH,15.108497
4740,2332-TODQS,15.074607
3297,1964-SVLEA,15.052903
6019,2320-TZRRH,15.051382
1985,9073-ZZIAY,15.021854
3326,4425-OWHWB,15.012021
5377,1682-VCOIO,14.987977
7018,6691-CCIHA,14.970452
2886,4538-WNTMJ,14.953289
5655,4119-ZYPZY,14.931597
4960,7137-NAXML,14.865944
3990,7244-KXYZN,14.852404
5387,1043-UXOVO,14.811344
6711,9617-UDPEU,14.799142
3340,8022-BECSI,14.783307
2166,5876-QMYLD,14.768783
6914,3508-CFVZL,14.753863
3655,9621-OUPYD,14.733357
3358,3778-FOAQW,14.730852
3422,8984-HPEMB,14.695936
4316,6061-PQHMK,14.642930
2731,6479-OAUSD,14.642930
6742,5474-LAMUQ,14.637832
4376,1642-HMARX,14.607489
5603,6551-ZCOTS,14.577600
3105,5451-MHQOF,14.545794
3107,9225-BZLNZ,14.541043
2311,0795-LAFGP,14.536336
3382,5248-KWLAR,14.533815
2513,4795-UXVCJ,14.531575
5249,2400-XIWIO,14.521236
5533,2197-OMWGI,14.500395
2856,1371-DWPAZ,14.492865
3478,8879-XUAHX,14.471397
4384,6447-EGDIV,14.436110
2118,2088-IEBAU,14.415867
7016,9347-AERRL,14.410567
2195,4980-URKXC,14.385280
3434,6082-OQFBA,14.371278
5304,3178-CIFOT,14.371278
3328,9675-ICXCT,14.342115
4405,0428-AXXLJ,14.340830
6436,3417-TSCIC,14.339301
2755,0455-ENTCR,14.325468
4466,6814-ZPWFQ,14.275421
3003,2091-GPPIQ,14.273902
6993,1904-WAJAA,14.258099
2537,8975-SKGRX,14.257054
3177,3055-VTCGS,14.254849
5515,4584-LBNMK,14.217250
4489,8200-LGKSR,14.206010
4433,1293-HHSHJ,14.201844
3176,3669-WHAFY,14.197005
5951,8029-XYPWT,14.190723
6720,5702-KVQRD,14.176260
2190,6152-ONASV,14.148226
2169,3067-SVMTC,14.129794
5993,9152-AMKAK,14.115035
1874,6388-TABGU,14.113200
2647,2829-HYVZP,14.097378
5834,4043-MKDTV,14.070912
5073,2200-DSAAL,14.054644
3908,9534-NSXEM,14.046179
4693,6872-HXFNF,14.026287
3545,0219-QAERP,13.958715
2651,6100-FJZDG,13.907978
2089,6556-DBKZF,13.893988
2370,5642-MHDQT,13.892834
3175,8763-KIAFH,13.889518
3075,1371-OJCEK,13.881125
3430,8311-UEUAB,13.817889
4930,5214-CHIWJ,13.817775
2174,4163-NCJAK,13.790500
2374,2324-AALNO,13.781028
3844,2150-OEGBV,13.763535
3958,1699-UOTXU,13.754798
6648,3985-HOYPM,13.734066
3847,1872-EBWSC,13.705682
4942,5917-RYRMG,13.679797
5346,5871-DGTXZ,13.679797
3322,2430-RRYUW,13.611064
